velocidade_relativa_kms,velocidade_relativa_kmh,Orbit Uncertainity,inclinacao,periodo_da_orbita,distancia_perielio,anomalia_media,movimento_medio,perigo
6.1158343887,22017.003799315,5,6.025981287138329,609.599786407648,0.808258932678493,264.8375332988031,0.5905513880204395,1
18.1139850263,65210.3460948409,3,28.41299637199041,425.8692942066788,0.7181996160227876,173.7411119891742,0.8453297875598617,0
7.5907111617,27326.5601819679,0,4.237961002947924,643.580228077368,0.950790956866954,292.8936537794408,0.5593708201314143,1
11.1738744976,40225.948191338,6,7.905894348125122,514.0821403654488,0.9839015669723666,68.74100661777578,0.7002771964497434,0
9.8408310539,35426.9917941048,1,16.79338165999116,495.597820944911,0.9676866361064762,135.1421326756292,0.7263954456329549,1
10.8088439585,38911.83825064,1,17.92775064011703,556.1605558442809,0.5777997876790363,354.2373683433312,0.6472950953048102,0
10.8088415879,38911.829716462,1,17.92774837902645,556.1605444942963,0.5777997314074783,354.237396160877,0.6472951085146458,0
24.4218839949,87918.7823817199,0,34.69512745281478,502.8087578997973,0.6809045288785588,186.7769322776995,0.7159779823718642,0
17.373783837,62545.6218132504,0,22.21521029077527,447.8370128477652,0.8727046815850249,182.2364315309588,0.803863882779104,0
12.8996097219,46438.5949989635,0,2.059576978010798,299.5351607368495,0.3930396461624395,119.8613823033982,1.201862242530755,1
22.4213663146,80716.918732587,6,23.18568668072357,268.18616502096,0.4266183269852852,5.556806412851552,1.342351123786957,0
17.2746114639,62188.6012700346,4,13.7442332087249,504.8303955012963,0.9866251925196996,46.68495944704712,0.7131107857372974,0
12.1185099534,43626.6358322947,6,8.333753551706272,327.7076361182716,0.626176880439848,66.77697673554127,1.098540163006986,0
10.8299262895,38987.734642195,0,21.26523155355708,555.777121989752,1.125334586264921,15.23187454710148,0.6477416679390378,0
39.6053279147,142579.1804929074,0,10.02263604097735,1019.756809422007,0.2754156130918373,37.51725738061909,0.3530253455272793,0
25.2112885836,90760.6389007836,6,19.76759210755226,279.9754763169043,0.4676128055622026,96.60735473164922,1.285826904326849,0
